txn_id,source_system,amount,currency,txn_date,settlement_delay,reference_similarity,match_probability,anomaly_score,sla_remaining,final_decision,override_flag,decision_cost
TXN_103670,SOURCE_A,6265.61,USD,2026-01-23 08:34:23,0,0.44,0.44,0.17,252,OPS_REVIEW,0,0
TXN_103671,SOURCE_C,1232.29,USD,2026-01-02 08:43:57,3,0.57,0.57,0.36,33,EXCEPTION,0,2000
TXN_103672,SOURCE_B,213.53,USD,2026-01-14 02:27:30,3,0.85,0.85,0.92,437,EXCEPTION,0,2000
TXN_103673,SOURCE_B,2559.89,USD,2026-01-26 01:03:13,2,0.59,0.59,0.56,231,OPS_REVIEW,0,0
TXN_103674,SOURCE_A,3632.02,USD,2026-01-06 07:38:05,2,0.97,0.97,0.48,283,OPS_REVIEW,0,0
TXN_103675,SOURCE_C,1327.47,USD,2026-01-28 23:11:55,1,0.76,0.76,0.08,437,OPS_REVIEW,0,0
TXN_103676,SOURCE_B,861.66,USD,2026-01-29 13:07:45,0,0.85,0.85,0.97,156,EXCEPTION,0,2000
TXN_103677,SOURCE_B,636.56,USD,2026-01-09 01:39:04,2,0.36,0.36,0.86,153,EXCEPTION,0,2000
TXN_103678,SOURCE_B,2667.79,USD,2026-01-15 01:33:20,2,0.75,0.75,0.08,133,OPS_REVIEW,1,500
TXN_103679,SOURCE_A,1686.57,USD,2026-01-19 04:42:08,0,0.87,0.87,0.86,462,EXCEPTION,0,2000
TXN_103680,SOURCE_A,386.38,USD,2026-01-04 18:58:28,0,0.94,0.94,0.84,290,EXCEPTION,0,2000
TXN_103681,SOURCE_C,246.81,USD,2026-01-18 10:08:08,0,0.83,0.83,0.6,427,OPS_REVIEW,0,0
TXN_103682,SOURCE_B,1881.87,USD,2026-01-24 13:17:21,0,0.67,0.67,0.84,172,EXCEPTION,0,2000
TXN_103683,SOURCE_A,610.6,USD,2026-01-22 13:26:59,0,0.9,0.9,0.39,198,OPS_REVIEW,0,0
TXN_103684,SOURCE_A,362.38,USD,2026-01-04 21:08:22,0,0.75,0.75,0.58,79,OPS_REVIEW,0,0
TXN_103685,SOURCE_B,1839.82,USD,2026-01-13 12:35:14,0,0.89,0.89,0.06,37,EXCEPTION,0,2000
TXN_103686,SOURCE_C,272.04,USD,2026-01-08 16:08:12,3,0.77,0.77,0.9,370,EXCEPTION,0,2000
TXN_103687,SOURCE_B,6690.89,USD,2026-01-06 03:52:41,2,0.76,0.76,0.73,31,EXCEPTION,0,2000
TXN_103688,SOURCE_C,565.51,USD,2026-01-14 03:21:24,2,0.58,0.58,0.65,239,OPS_REVIEW,0,0
TXN_103689,SOURCE_A,1122.12,USD,2026-01-29 06:13:34,0,0.85,0.85,0.89,59,EXCEPTION,0,2000
TXN_103690,SOURCE_B,367.24,USD,2026-01-14 01:37:13,1,0.71,0.71,0.1,436,OPS_REVIEW,0,0
TXN_103691,SOURCE_B,754.87,USD,2026-01-01 11:32:24,3,0.43,0.43,0.25,238,OPS_REVIEW,0,0
TXN_103692,SOURCE_B,3049.24,USD,2026-01-17 21:14:14,1,0.75,0.75,0.83,251,EXCEPTION,0,2000
TXN_103693,SOURCE_B,360.23,USD,2026-01-08 13:03:17,0,0.74,0.74,0.01,298,OPS_REVIEW,0,0
TXN_103694,SOURCE_B,2591.08,USD,2026-01-15 04:33:32,0,0.4,0.4,0.31,346,OPS_REVIEW,0,0
TXN_103695,SOURCE_B,1437.56,USD,2026-01-23 07:38:13,0,0.5,0.5,0.36,458,OPS_REVIEW,0,0
TXN_103696,SOURCE_B,999.72,USD,2026-01-20 16:31:49,0,0.9,0.9,0.79,212,EXCEPTION,0,2000
TXN_103697,SOURCE_C,1762.88,USD,2026-01-13 11:43:52,2,0.84,0.84,0.86,444,EXCEPTION,0,2000
TXN_103698,SOURCE_C,416.5,USD,2026-01-13 19:01:03,1,0.86,0.86,0.6,190,OPS_REVIEW,1,500
TXN_103699,SOURCE_C,431.58,USD,2026-01-12 03:33:35,1,0.83,0.83,0.57,219,OPS_REVIEW,0,0
TXN_103700,SOURCE_A,1875.3,USD,2026-01-05 15:00:18,0,0.87,0.87,0.6,474,OPS_REVIEW,0,0
TXN_103701,SOURCE_C,507.23,USD,2026-01-13 20:23:27,3,0.84,0.84,0.05,288,OPS_REVIEW,0,0
TXN_103702,SOURCE_A,1222.07,USD,2026-01-27 08:45:58,3,0.76,0.76,0.17,294,OPS_REVIEW,0,0
TXN_103703,SOURCE_A,703.49,USD,2026-01-27 20:44:07,0,0.46,0.46,0.36,270,OPS_REVIEW,0,0
TXN_103704,SOURCE_C,1723.32,USD,2026-01-02 21:46:37,0,0.49,0.49,0.69,362,OPS_REVIEW,0,0
TXN_103705,SOURCE_C,365.06,USD,2026-01-26 19:05:13,0,0.89,0.89,0.48,176,OPS_REVIEW,0,0
TXN_103706,SOURCE_C,916.4,USD,2026-01-01 06:13:02,2,0.47,0.47,0.11,301,OPS_REVIEW,0,0
TXN_103707,SOURCE_A,4051.63,USD,2026-01-18 11:26:26,2,0.83,0.83,0.71,277,EXCEPTION,0,2000
TXN_103708,SOURCE_A,3080.43,USD,2026-01-05 23:37:00,2,0.69,0.69,0.97,244,EXCEPTION,1,2500
TXN_103709,SOURCE_B,1571.43,USD,2026-01-01 17:28:15,1,0.66,0.66,0.08,142,OPS_REVIEW,0,0
TXN_103710,SOURCE_B,299.83,USD,2026-01-10 07:05:13,2,0.95,0.95,0.19,187,AUTO_RECONCILED,0,0
TXN_103711,SOURCE_C,192.9,USD,2026-01-24 06:01:12,0,0.81,0.81,0.46,297,OPS_REVIEW,0,0
TXN_103712,SOURCE_B,800.5,USD,2026-01-12 20:31:25,0,0.4,0.4,0.66,277,OPS_REVIEW,1,500
TXN_103713,SOURCE_B,5680.44,USD,2026-01-31 23:13:34,0,0.78,0.78,0.63,241,OPS_REVIEW,0,0
TXN_103714,SOURCE_C,3307.24,USD,2026-01-18 08:29:46,1,0.83,0.83,0.19,435,OPS_REVIEW,0,0
TXN_103715,SOURCE_B,1131.07,USD,2026-01-27 07:54:23,2,0.7,0.7,0.18,77,OPS_REVIEW,0,0
TXN_103716,SOURCE_C,609.64,USD,2026-01-28 07:49:49,0,0.74,0.74,0.76,365,EXCEPTION,0,2000
TXN_103717,SOURCE_C,22750.76,USD,2026-01-17 11:09:33,1,0.76,0.76,0.98,99,EXCEPTION,0,2000
TXN_103718,SOURCE_C,6964.3,USD,2026-01-23 07:41:32,0,0.63,0.63,0.02,67,OPS_REVIEW,0,0
TXN_103719,SOURCE_A,519.58,USD,2026-01-22 01:31:08,3,0.85,0.85,0.81,80,EXCEPTION,1,2500
TXN_103720,SOURCE_A,533.3,USD,2026-01-06 08:56:30,1,0.79,0.79,0.4,388,OPS_REVIEW,0,0
TXN_103721,SOURCE_C,219.47,USD,2026-01-15 14:41:11,2,0.84,0.84,0.67,110,OPS_REVIEW,0,0
TXN_103722,SOURCE_B,5532.41,USD,2026-01-23 15:18:07,3,0.44,0.44,0.53,110,OPS_REVIEW,0,0
TXN_103723,SOURCE_A,2796.46,USD,2026-01-12 15:38:20,0,0.61,0.61,0.82,386,EXCEPTION,0,2000
TXN_103724,SOURCE_B,1721.88,USD,2026-01-24 21:00:05,2,0.82,0.82,0.44,77,OPS_REVIEW,1,500
TXN_103725,SOURCE_B,2730.54,USD,2026-01-05 23:00:15,0,0.45,0.45,0.18,116,OPS_REVIEW,0,0
TXN_103726,SOURCE_A,375.82,USD,2026-01-04 12:02:45,0,0.77,0.77,0.54,439,OPS_REVIEW,0,0
TXN_103727,SOURCE_C,1644.36,USD,2026-01-09 07:06:13,0,0.85,0.85,0.63,73,OPS_REVIEW,0,0
TXN_103728,SOURCE_B,858.64,USD,2026-01-22 15:30:12,0,0.85,0.85,0.92,269,EXCEPTION,0,2000
TXN_103729,SOURCE_A,913.48,USD,2026-01-18 04:12:29,0,0.8,0.8,0.02,248,OPS_REVIEW,0,0
TXN_103730,SOURCE_B,1118.29,USD,2026-01-25 02:08:30,3,0.5,0.5,0.68,436,OPS_REVIEW,0,0
TXN_103731,SOURCE_A,1004.77,USD,2026-01-04 16:18:31,0,0.6,0.6,0.78,18,EXCEPTION,0,2000
TXN_103732,SOURCE_C,3357.69,USD,2026-01-11 11:20:08,1,0.68,0.68,0.2,355,OPS_REVIEW,0,0
TXN_103733,SOURCE_A,2253.42,USD,2026-01-30 19:53:37,2,0.75,0.75,0.58,324,OPS_REVIEW,0,0
TXN_103734,SOURCE_A,371.77,USD,2026-01-07 15:06:17,3,0.81,0.81,0.25,283,OPS_REVIEW,0,0
TXN_103735,SOURCE_A,5745.49,USD,2026-01-21 07:29:03,0,0.55,0.55,0.89,71,EXCEPTION,1,2500
TXN_103736,SOURCE_B,1291.25,USD,2026-01-18 13:34:51,0,0.48,0.48,0.29,384,OPS_REVIEW,0,0
TXN_103737,SOURCE_A,395.49,USD,2026-01-19 23:45:57,3,0.62,0.62,0.94,271,EXCEPTION,0,2000
TXN_103738,SOURCE_A,1459.38,USD,2026-01-11 08:22:55,2,0.78,0.78,0.66,413,OPS_REVIEW,0,0
TXN_103739,SOURCE_C,451.28,USD,2026-01-13 20:35:55,2,0.76,0.76,0.63,97,OPS_REVIEW,0,0
TXN_103740,SOURCE_B,292.43,USD,2026-01-30 06:31:47,0,0.66,0.66,0.02,366,OPS_REVIEW,0,0
TXN_103741,SOURCE_A,697.08,USD,2026-01-23 23:17:22,3,0.92,0.92,0.05,420,AUTO_RECONCILED,0,0
TXN_103742,SOURCE_B,748.4,USD,2026-01-18 12:02:36,1,0.7,0.7,0.12,430,OPS_REVIEW,0,0
TXN_103743,SOURCE_C,385.82,USD,2026-01-13 06:52:53,0,0.67,0.67,0.14,384,OPS_REVIEW,0,0
TXN_103744,SOURCE_B,338.17,USD,2026-01-17 22:30:50,1,0.87,0.87,0.74,29,EXCEPTION,0,2000
TXN_103745,SOURCE_C,675.72,USD,2026-01-19 09:58:17,1,0.61,0.61,0.82,18,EXCEPTION,0,2000
TXN_103746,SOURCE_B,670.93,USD,2026-01-13 04:56:20,2,0.86,0.86,0.06,268,OPS_REVIEW,0,0
TXN_103747,SOURCE_A,183.89,USD,2026-01-20 05:45:40,3,0.97,0.97,0.41,457,OPS_REVIEW,0,0
TXN_103748,SOURCE_A,911.22,USD,2026-01-21 23:12:42,0,0.43,0.43,0.86,241,EXCEPTION,0,2000
TXN_103749,SOURCE_B,3503.87,USD,2026-01-30 07:25:11,0,0.81,0.81,0.22,298,OPS_REVIEW,0,0
TXN_103750,SOURCE_C,1813.61,USD,2026-01-04 03:15:23,2,0.79,0.79,0.4,335,OPS_REVIEW,0,0
TXN_103751,SOURCE_B,661.89,USD,2026-01-20 00:36:34,2,0.42,0.42,0.01,23,EXCEPTION,0,2000
TXN_103752,SOURCE_A,332.02,USD,2026-01-04 10:14:33,3,0.78,0.78,0.59,424,OPS_REVIEW,0,0
TXN_103753,SOURCE_B,560.89,USD,2026-01-26 21:19:52,0,0.65,0.65,0.9,281,EXCEPTION,0,2000
TXN_103754,SOURCE_C,1315.02,USD,2026-01-12 09:46:20,1,0.69,0.69,0.71,188,EXCEPTION,0,2000
TXN_103755,SOURCE_A,1374.12,USD,2026-01-14 21:21:11,3,0.6,0.6,0.85,119,EXCEPTION,0,2000
TXN_103756,SOURCE_A,18316.87,USD,2026-01-09 20:44:43,3,0.69,0.69,0.8,239,EXCEPTION,0,2000
TXN_103757,SOURCE_A,426.47,USD,2026-01-09 09:42:53,0,0.95,0.95,0.07,273,AUTO_RECONCILED,0,0
TXN_103758,SOURCE_B,908.9,USD,2026-01-31 05:52:45,3,0.87,0.87,0.08,383,OPS_REVIEW,0,0
TXN_103759,SOURCE_B,2949.58,USD,2026-01-16 21:51:41,0,0.66,0.66,0.59,30,EXCEPTION,0,2000
TXN_103760,SOURCE_B,1194.31,USD,2026-01-09 18:04:28,0,0.87,0.87,0.57,477,OPS_REVIEW,0,0
TXN_103761,SOURCE_B,169.71,USD,2026-01-15 01:29:28,1,0.93,0.93,0.35,339,OPS_REVIEW,0,0
TXN_103762,SOURCE_B,3797.71,USD,2026-01-22 17:20:12,3,0.96,0.96,0.31,455,OPS_REVIEW,0,0
TXN_103763,SOURCE_B,1143.0,USD,2026-01-12 08:36:08,0,0.94,0.94,0.24,183,AUTO_RECONCILED,0,0
TXN_103764,SOURCE_C,2225.36,USD,2026-01-12 01:50:09,1,0.84,0.84,0.93,480,EXCEPTION,0,2000
TXN_103765,SOURCE_B,877.25,USD,2026-01-14 20:21:21,0,0.55,0.55,0.9,389,EXCEPTION,0,2000
TXN_103766,SOURCE_C,2100.84,USD,2026-01-01 10:12:07,3,0.86,0.86,0.96,151,EXCEPTION,0,2000
TXN_103767,SOURCE_A,262.08,USD,2026-01-05 02:59:52,3,0.61,0.61,0.18,323,OPS_REVIEW,0,0
TXN_103768,SOURCE_B,2961.53,USD,2026-01-21 18:59:22,0,0.74,0.74,0.39,177,OPS_REVIEW,0,0
TXN_103769,SOURCE_A,366.58,USD,2026-01-26 04:27:10,0,0.86,0.86,0.31,300,OPS_REVIEW,0,0
TXN_103770,SOURCE_C,80.34,USD,2026-01-07 17:53:33,2,0.53,0.53,0.39,260,OPS_REVIEW,0,0
TXN_103771,SOURCE_B,802.17,USD,2026-01-13 14:13:00,1,0.57,0.57,0.48,47,EXCEPTION,0,2000
TXN_103772,SOURCE_C,1373.44,USD,2026-01-13 02:43:19,1,0.78,0.78,0.82,365,EXCEPTION,0,2000
TXN_103773,SOURCE_C,2812.34,USD,2026-01-09 20:48:54,1,0.9,0.9,0.37,381,OPS_REVIEW,0,0
TXN_103774,SOURCE_A,582.94,USD,2026-01-24 11:36:56,2,0.85,0.85,0.19,479,OPS_REVIEW,0,0
TXN_103775,SOURCE_C,53.85,USD,2026-01-11 16:58:28,3,0.95,0.95,0.52,84,OPS_REVIEW,0,0
TXN_103776,SOURCE_C,551.06,USD,2026-01-22 05:32:58,3,0.94,0.94,0.94,366,EXCEPTION,0,2000
TXN_103777,SOURCE_B,956.93,USD,2026-01-09 00:49:45,0,0.53,0.53,0.75,90,EXCEPTION,0,2000
TXN_103778,SOURCE_B,1567.23,USD,2026-01-07 23:54:36,1,0.81,0.81,0.74,274,EXCEPTION,0,2000
TXN_103779,SOURCE_A,478.4,USD,2026-01-21 14:13:18,1,0.88,0.88,0.64,426,OPS_REVIEW,0,0
TXN_103780,SOURCE_A,285.81,USD,2026-01-11 01:20:26,0,0.78,0.78,0.57,24,EXCEPTION,0,2000
TXN_103781,SOURCE_C,181.96,USD,2026-01-28 14:31:05,2,0.82,0.82,0.6,243,OPS_REVIEW,0,0
TXN_103782,SOURCE_A,448.26,USD,2026-01-03 23:59:04,2,0.75,0.75,0.53,333,OPS_REVIEW,0,0
TXN_103783,SOURCE_C,807.89,USD,2026-01-10 08:24:47,1,0.53,0.53,0.13,27,EXCEPTION,0,2000
TXN_103784,SOURCE_C,525.29,USD,2026-01-26 18:37:37,3,0.39,0.39,0.12,164,OPS_REVIEW,0,0
TXN_103785,SOURCE_A,446.62,USD,2026-01-21 23:39:16,3,0.76,0.76,0.0,132,OPS_REVIEW,0,0
TXN_103786,SOURCE_A,2832.58,USD,2026-01-30 03:02:11,3,0.79,0.79,0.26,177,OPS_REVIEW,0,0
TXN_103787,SOURCE_A,107.61,USD,2026-01-26 01:27:50,2,0.46,0.46,0.95,382,EXCEPTION,0,2000
TXN_103788,SOURCE_B,809.81,USD,2026-01-11 04:29:26,0,0.75,0.75,0.36,110,OPS_REVIEW,0,0
TXN_103789,SOURCE_C,466.83,USD,2026-01-30 11:36:38,2,0.83,0.83,0.69,184,OPS_REVIEW,0,0
TXN_103790,SOURCE_B,641.72,USD,2026-01-16 22:32:31,3,0.5,0.5,0.84,101,EXCEPTION,0,2000
TXN_103791,SOURCE_C,797.75,USD,2026-01-14 06:58:19,3,0.96,0.96,0.85,373,EXCEPTION,0,2000
TXN_103792,SOURCE_B,1259.21,USD,2026-01-18 17:33:56,2,0.68,0.68,0.77,143,EXCEPTION,0,2000
TXN_103793,SOURCE_B,939.39,USD,2026-01-26 17:12:21,0,0.88,0.88,0.39,67,OPS_REVIEW,0,0
TXN_103794,SOURCE_B,1250.08,USD,2026-01-29 12:33:43,1,0.76,0.76,0.45,90,OPS_REVIEW,1,500
TXN_103795,SOURCE_A,641.91,USD,2026-01-17 09:04:44,0,0.52,0.52,0.74,460,EXCEPTION,0,2000
TXN_103796,SOURCE_C,95.95,USD,2026-01-01 16:24:11,2,0.61,0.61,0.63,220,OPS_REVIEW,0,0
TXN_103797,SOURCE_B,1311.44,USD,2026-01-20 20:34:36,2,0.71,0.71,0.15,229,OPS_REVIEW,0,0
TXN_103798,SOURCE_A,168.24,USD,2026-01-30 22:34:07,0,0.81,0.81,0.66,107,OPS_REVIEW,0,0
TXN_103799,SOURCE_A,1575.82,USD,2026-01-13 00:15:34,2,0.85,0.85,0.86,226,EXCEPTION,0,2000
TXN_103800,SOURCE_B,556.59,USD,2026-01-26 16:37:37,3,0.31,0.31,0.38,44,EXCEPTION,0,2000
TXN_103801,SOURCE_B,3297.19,USD,2026-01-14 04:26:58,0,0.76,0.76,0.98,315,EXCEPTION,0,2000
TXN_103802,SOURCE_B,3018.95,USD,2026-01-28 13:22:40,2,0.54,0.54,0.82,62,EXCEPTION,0,2000
TXN_103803,SOURCE_B,676.79,USD,2026-01-01 03:13:54,1,0.57,0.57,0.53,343,OPS_REVIEW,1,500
TXN_103804,SOURCE_A,3718.15,USD,2026-01-14 18:52:25,0,0.61,0.61,0.46,375,OPS_REVIEW,0,0
TXN_103805,SOURCE_A,1344.42,USD,2026-01-03 23:50:10,0,0.54,0.54,0.5,168,OPS_REVIEW,0,0
TXN_103806,SOURCE_C,1319.47,USD,2026-01-02 21:55:26,0,0.79,0.79,0.28,323,OPS_REVIEW,0,0
TXN_103807,SOURCE_B,706.36,USD,2026-01-08 22:01:55,3,0.64,0.64,0.4,293,OPS_REVIEW,0,0
TXN_103808,SOURCE_B,353.45,USD,2026-01-05 03:19:20,0,0.93,0.93,0.41,397,OPS_REVIEW,0,0
TXN_103809,SOURCE_B,2270.0,USD,2026-01-14 05:03:29,2,0.58,0.58,0.19,447,OPS_REVIEW,0,0
TXN_103810,SOURCE_C,283.6,USD,2026-01-18 08:02:42,1,0.76,0.76,0.51,457,OPS_REVIEW,0,0
TXN_103811,SOURCE_C,858.92,USD,2026-01-23 23:19:38,0,0.59,0.59,0.14,275,OPS_REVIEW,0,0
TXN_103812,SOURCE_B,2953.12,USD,2026-01-10 11:56:29,0,0.72,0.72,0.07,23,EXCEPTION,0,2000
TXN_103813,SOURCE_B,610.15,USD,2026-01-19 18:46:15,3,0.67,0.67,0.61,134,OPS_REVIEW,0,0
TXN_103814,SOURCE_A,3589.08,USD,2026-01-14 06:39:30,3,0.89,0.89,0.56,262,OPS_REVIEW,0,0
TXN_103815,SOURCE_A,3206.04,USD,2026-01-29 20:01:45,0,0.96,0.96,0.05,358,AUTO_RECONCILED,0,0
TXN_103816,SOURCE_A,2200.97,USD,2026-01-02 12:36:32,3,0.9,0.9,0.12,340,OPS_REVIEW,0,0
TXN_103817,SOURCE_B,601.55,USD,2026-01-25 23:17:52,3,0.75,0.75,0.92,268,EXCEPTION,0,2000
TXN_103818,SOURCE_B,2494.24,USD,2026-01-08 14:35:15,2,0.89,0.89,0.01,86,OPS_REVIEW,0,0
TXN_103819,SOURCE_A,508.84,USD,2026-01-12 21:31:42,0,0.47,0.47,0.88,259,EXCEPTION,0,2000
TXN_103820,SOURCE_B,3431.65,USD,2026-01-30 09:22:12,1,0.78,0.78,0.77,343,EXCEPTION,0,2000
TXN_103821,SOURCE_A,1005.92,USD,2026-01-29 14:33:16,3,0.65,0.65,0.63,459,OPS_REVIEW,0,0
TXN_103822,SOURCE_C,515.66,USD,2026-01-14 15:29:11,1,0.81,0.81,0.75,183,EXCEPTION,0,2000
TXN_103823,SOURCE_A,1362.62,USD,2026-01-26 00:16:20,0,0.7,0.7,0.7,226,OPS_REVIEW,0,0
TXN_103824,SOURCE_A,506.92,USD,2026-01-05 14:04:57,0,0.8,0.8,0.15,406,OPS_REVIEW,0,0
TXN_103825,SOURCE_A,1111.88,USD,2026-01-02 19:46:21,3,0.87,0.87,0.43,112,OPS_REVIEW,1,500
TXN_103826,SOURCE_C,321.43,USD,2026-01-22 17:51:18,1,0.67,0.67,0.19,354,OPS_REVIEW,0,0
TXN_103827,SOURCE_C,3535.47,USD,2026-01-02 19:32:54,0,0.71,0.71,0.4,403,OPS_REVIEW,1,500
TXN_103828,SOURCE_C,307.64,USD,2026-01-10 01:01:14,0,0.83,0.83,0.62,76,OPS_REVIEW,0,0
TXN_103829,SOURCE_A,178.82,USD,2026-01-15 06:22:57,2,0.73,0.73,0.54,426,OPS_REVIEW,0,0
TXN_103830,SOURCE_A,407.68,USD,2026-01-22 02:21:29,0,0.65,0.65,0.09,411,OPS_REVIEW,0,0
TXN_103831,SOURCE_A,822.11,USD,2026-01-15 23:49:37,3,0.65,0.65,0.24,195,OPS_REVIEW,0,0
TXN_103832,SOURCE_B,2059.14,USD,2026-01-11 19:42:07,2,0.65,0.65,0.88,20,EXCEPTION,0,2000
TXN_103833,SOURCE_C,2731.82,USD,2026-01-16 04:17:19,1,0.79,0.79,0.52,378,OPS_REVIEW,0,0
TXN_103834,SOURCE_C,4274.32,USD,2026-01-26 17:33:22,2,0.84,0.84,0.3,27,EXCEPTION,0,2000
TXN_103835,SOURCE_A,1960.34,USD,2026-01-11 07:54:09,0,0.69,0.69,0.34,160,OPS_REVIEW,1,500
TXN_103836,SOURCE_A,302.62,USD,2026-01-15 19:35:03,1,0.79,0.79,0.74,239,EXCEPTION,0,2000
TXN_103837,SOURCE_C,744.33,USD,2026-01-15 13:02:41,1,0.64,0.64,0.66,210,OPS_REVIEW,0,0
TXN_103838,SOURCE_C,6287.07,USD,2026-01-17 09:18:06,2,0.92,0.92,0.3,316,OPS_REVIEW,0,0
TXN_103839,SOURCE_C,656.16,USD,2026-01-13 08:54:51,3,0.82,0.82,0.06,331,OPS_REVIEW,0,0
TXN_103840,SOURCE_C,749.11,USD,2026-01-24 22:02:09,0,0.84,0.84,0.58,36,EXCEPTION,0,2000
TXN_103841,SOURCE_C,763.93,USD,2026-01-11 15:09:21,0,0.57,0.57,0.38,425,OPS_REVIEW,1,500
TXN_103842,SOURCE_B,229.97,USD,2026-01-20 17:49:45,2,0.88,0.88,0.06,51,EXCEPTION,0,2000
TXN_103843,SOURCE_A,4019.39,USD,2026-01-01 16:49:13,1,0.92,0.92,0.33,214,OPS_REVIEW,0,0
TXN_103844,SOURCE_B,3477.82,USD,2026-01-25 17:50:41,1,0.65,0.65,0.09,475,OPS_REVIEW,0,0
TXN_103845,SOURCE_B,1513.06,USD,2026-01-04 12:22:04,0,0.75,0.75,0.08,470,OPS_REVIEW,1,500
TXN_103846,SOURCE_A,7042.68,USD,2026-01-01 16:31:16,0,0.7,0.7,0.93,221,EXCEPTION,0,2000
TXN_103847,SOURCE_C,1292.83,USD,2026-01-01 08:36:59,3,0.66,0.66,0.93,397,EXCEPTION,0,2000
TXN_103848,SOURCE_C,2380.78,USD,2026-01-12 01:27:01,2,0.45,0.45,0.58,198,OPS_REVIEW,0,0
TXN_103849,SOURCE_A,1151.07,USD,2026-01-15 04:19:46,3,0.56,0.56,0.45,217,OPS_REVIEW,0,0
TXN_103850,SOURCE_B,378.04,USD,2026-01-03 09:04:40,1,0.75,0.75,0.98,424,EXCEPTION,0,2000
TXN_103851,SOURCE_C,3275.85,USD,2026-01-28 16:06:05,1,0.34,0.34,0.74,153,EXCEPTION,0,2000
TXN_103852,SOURCE_A,915.99,USD,2026-01-17 15:31:23,2,0.62,0.62,0.83,464,EXCEPTION,0,2000
TXN_103853,SOURCE_A,955.42,USD,2026-01-03 02:28:12,1,0.58,0.58,0.17,383,OPS_REVIEW,0,0
TXN_103854,SOURCE_C,20260.87,USD,2026-01-15 03:17:33,0,0.92,0.92,0.52,180,OPS_REVIEW,0,0
TXN_103855,SOURCE_C,719.96,USD,2026-01-08 07:41:03,3,0.75,0.75,0.14,233,OPS_REVIEW,0,0
TXN_103856,SOURCE_C,758.78,USD,2026-01-28 16:02:00,0,0.85,0.85,0.5,24,EXCEPTION,0,2000
TXN_103857,SOURCE_C,873.39,USD,2026-01-25 09:43:53,0,0.79,0.79,0.7,98,OPS_REVIEW,0,0
TXN_103858,SOURCE_B,1446.65,USD,2026-01-26 08:20:02,0,0.94,0.94,0.68,93,OPS_REVIEW,0,0
TXN_103859,SOURCE_C,3652.69,USD,2026-01-13 00:09:58,2,0.56,0.56,0.4,104,OPS_REVIEW,1,500
TXN_103860,SOURCE_B,12007.78,USD,2026-01-03 06:27:39,1,0.73,0.73,0.21,264,OPS_REVIEW,1,500
TXN_103861,SOURCE_B,259.23,USD,2026-01-25 17:57:56,0,0.76,0.76,0.21,119,OPS_REVIEW,0,0
TXN_103862,SOURCE_B,3546.66,USD,2026-01-25 06:33:29,0,0.75,0.75,0.16,477,OPS_REVIEW,0,0
TXN_103863,SOURCE_C,788.88,USD,2026-01-16 23:46:00,2,0.62,0.62,0.26,454,OPS_REVIEW,0,0
TXN_103864,SOURCE_C,1474.39,USD,2026-01-06 12:15:19,1,0.77,0.77,0.5,395,OPS_REVIEW,0,0
TXN_103865,SOURCE_A,1771.75,USD,2026-01-17 13:42:56,0,0.78,0.78,0.09,64,OPS_REVIEW,0,0
TXN_103866,SOURCE_B,178.75,USD,2026-01-12 00:08:17,3,0.56,0.56,0.33,305,OPS_REVIEW,0,0
TXN_103867,SOURCE_A,4907.04,USD,2026-01-21 01:20:31,0,0.44,0.44,0.29,310,OPS_REVIEW,0,0
TXN_103868,SOURCE_A,3306.93,USD,2026-01-17 09:24:45,3,0.69,0.69,0.96,288,EXCEPTION,0,2000
TXN_103869,SOURCE_A,3387.65,USD,2026-01-12 06:58:35,3,0.83,0.83,0.72,221,EXCEPTION,0,2000
TXN_103870,SOURCE_B,55.24,USD,2026-01-18 20:13:55,1,0.42,0.42,0.55,169,OPS_REVIEW,0,0
TXN_103871,SOURCE_A,7902.5,USD,2026-01-24 08:44:29,0,0.67,0.67,0.4,126,OPS_REVIEW,0,0
TXN_103872,SOURCE_A,2359.38,USD,2026-01-11 12:14:38,0,0.41,0.41,0.38,95,OPS_REVIEW,0,0
TXN_103873,SOURCE_A,370.07,USD,2026-01-30 08:55:45,2,0.68,0.68,0.58,278,OPS_REVIEW,0,0
TXN_103874,SOURCE_B,370.06,USD,2026-01-22 16:14:09,1,0.69,0.69,0.12,80,OPS_REVIEW,0,0
TXN_103875,SOURCE_A,808.85,USD,2026-01-05 20:47:14,0,0.48,0.48,0.64,202,OPS_REVIEW,0,0
TXN_103876,SOURCE_C,1005.42,USD,2026-01-11 06:58:10,3,0.78,0.78,0.89,46,EXCEPTION,0,2000
TXN_103877,SOURCE_A,5068.69,USD,2026-01-07 04:37:14,3,0.88,0.88,0.4,42,EXCEPTION,0,2000
TXN_103878,SOURCE_B,222.05,USD,2026-01-05 19:29:32,0,0.55,0.55,0.25,153,OPS_REVIEW,0,0
TXN_103879,SOURCE_A,382.75,USD,2026-01-05 13:52:49,0,0.47,0.47,0.16,109,OPS_REVIEW,0,0
TXN_103880,SOURCE_A,3590.48,USD,2026-01-21 19:01:22,0,0.91,0.91,0.73,19,EXCEPTION,0,2000
TXN_103881,SOURCE_C,203.72,USD,2026-01-26 05:25:16,1,0.6,0.6,0.71,225,EXCEPTION,0,2000
TXN_103882,SOURCE_B,1278.82,USD,2026-01-31 21:20:44,0,0.96,0.96,0.28,112,AUTO_RECONCILED,0,0
